,Date,NG,outliers,scores,anomaly_score
8020,2018-12-23,3.5119999999999996,no,0.3327822511986101,1
8021,2018-12-24,3.5119999999999996,no,0.3327822511986101,1
8022,2018-12-25,3.5119999999999996,no,0.3327822511986101,1
8023,2018-12-26,3.4339999999999997,no,0.334428098373869,1
8024,2018-12-27,3.3439999999999994,no,0.336189778579927,1
8025,2018-12-28,3.1479999999999992,no,0.356683168051015,1
8026,2018-12-29,3.1479999999999992,no,0.356683168051015,1
8027,2018-12-30,3.1479999999999992,no,0.356683168051015,1
8028,2018-12-31,3.1479999999999992,no,0.356683168051015,1
8029,2019-01-01,3.1479999999999992,no,0.356683168051015,1
8030,2019-01-02,3.0239999999999996,no,0.3742130289714753,1
8031,2019-01-03,2.9519999999999995,no,0.37464444800734703,1
8032,2019-01-04,2.88,no,0.3636624571581002,1
8033,2019-01-05,2.88,no,0.3636624571581002,1
8034,2019-01-06,2.88,no,0.3636624571581002,1
8035,2019-01-07,2.8139999999999996,no,0.3637810183020388,1
8036,2019-01-08,2.8599999999999994,no,0.36123337699073654,1
8037,2019-01-09,2.8899999999999997,no,0.36860367673257904,1
8038,2019-01-10,3.0139999999999993,no,0.3752876903537189,1
8039,2019-01-11,3.1439999999999992,no,0.356898433172307,1
8040,2019-01-12,3.1439999999999992,no,0.356898433172307,1
8041,2019-01-13,3.1439999999999992,no,0.356898433172307,1
8042,2019-01-14,3.276,no,0.347824530681258,1
8043,2019-01-15,3.4019999999999992,no,0.3351720068081001,1
8044,2019-01-16,3.4979999999999993,no,0.3350807841697779,1
8045,2019-01-17,3.5119999999999996,no,0.3327822511986101,1
8046,2019-01-18,3.4299999999999993,no,0.3366921210048757,1
8047,2019-01-19,3.4299999999999993,no,0.3366921210048757,1
8048,2019-01-20,3.4299999999999993,no,0.3366921210048757,1
8049,2019-01-21,3.4299999999999993,no,0.3366921210048757,1
8050,2019-01-22,3.3399999999999994,no,0.334737553528877,1
8051,2019-01-23,3.2379999999999995,no,0.3478470125821226,1
